trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.005, 'e': 0.9087302349651943}",20,0,-99.85311426222202,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
184,False,"{'a': 0.005, 'e': 0.9027518885731689}",25,0,-114.3706306356202,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
185,False,"{'a': 0.005, 'e': 0.8967509734309473}",20,0,-141.71791725269935,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 2}",0
186,False,"{'a': 0.005, 'e': 0.8907276395610959}",20,11,-63.65755742843131,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 1}",1
187,False,"{'a': 0.005, 'e': 0.8846820375466474}",25,0,-14.03743434096109,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
188,False,"{'a': 0.005, 'e': 0.8786143185273373}",35,0,-169.6409804566058,"{0: 21, 1: 5, 2: 6, 3: 0, 4: 3}",0
189,False,"{'a': 0.005, 'e': 0.8725246341958253}",20,3,-110.68994863068043,"{0: 8, 1: 2, 2: 5, 3: 1, 4: 1}",1
190,False,"{'a': 0.005, 'e': 0.8664131367939022}",35,0,-221.0630044858913,"{0: 19, 1: 3, 2: 9, 3: 1, 4: 3}",0
191,False,"{'a': 0.005, 'e': 0.860279979108685}",20,0,-128.15548510214586,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
192,False,"{'a': 0.005, 'e': 0.8541253144687964}",20,0,-31.51976247154522,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
193,False,"{'a': 0.005, 'e': 0.8479492967405315}",20,0,-150.49059469413044,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
194,False,"{'a': 0.005, 'e': 0.8417520803240123}",20,0,-128.3441543375283,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
195,False,"{'a': 0.005, 'e': 0.835533820149326}",30,0,-144.61742228878876,"{0: 19, 1: 2, 2: 4, 3: 4, 4: 1}",0
196,False,"{'a': 0.005, 'e': 0.8292946716726535}",30,0,-176.64212473092135,"{0: 19, 1: 1, 2: 5, 3: 3, 4: 2}",0
197,False,"{'a': 0.005, 'e': 0.8230347908723814}",20,0,-58.009585199755946,"{0: 15, 1: 2, 2: 0, 3: 3, 4: 0}",0
198,False,"{'a': 0.005, 'e': 0.816754334245204}",20,7,-120.65896193805466,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 2}",1
199,False,"{'a': 0.005, 'e': 0.8104534588022096}",30,18,-35.99777753038746,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.005, 'e': 0.8041323220649562}",25,0,-20.004045969064478,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
201,False,"{'a': 0.005, 'e': 0.7977910820615333}",30,0,-158.17847861450386,"{0: 21, 1: 1, 2: 2, 3: 4, 4: 2}",0
202,False,"{'a': 0.005, 'e': 0.79142989732261}",20,14,-23.57773407645547,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
203,False,"{'a': 0.005, 'e': 0.7850489268774745}",30,10,-65.2935933437735,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
204,False,"{'a': 0.005, 'e': 0.7786483302500546}",20,0,-33.12854189297016,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
205,False,"{'a': 0.005, 'e': 0.772228267454933}",20,0,-58.76033347903923,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
206,False,"{'a': 0.005, 'e': 0.7657888989933455}",25,0,-60.55337117571985,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
207,False,"{'a': 0.005, 'e': 0.7593303858491676}",20,0,-50.014954161610326,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
208,False,"{'a': 0.005, 'e': 0.7528528894848923}",20,0,-96.95795026373494,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
209,False,"{'a': 0.005, 'e': 0.7463565718375905}",20,5,-14.98298489552526,"{0: 10, 1: 4, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.005, 'e': 0.7398415953148658}",25,0,-61.35438253157857,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
211,False,"{'a': 0.005, 'e': 0.7333081227907914}",25,8,-18.826836794276716,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
212,False,"{'a': 0.005, 'e': 0.7267563176018405}",25,11,-56.84343261213887,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
213,False,"{'a': 0.005, 'e': 0.7201863435428012}",30,21,21.67471728961121,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.005, 'e': 0.7135983648626832}",25,19,9.198837825066342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.005, 'e': 0.7069925462606099}",20,0,-77.93175544691668,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
216,False,"{'a': 0.005, 'e': 0.700369052881703}",20,3,-89.4154527126471,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 1}",1
217,False,"{'a': 0.005, 'e': 0.6937280503129511}",30,16,-40.03928101668128,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
218,False,"{'a': 0.005, 'e': 0.6870697045790735}",20,0,-79.91683866395763,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
219,False,"{'a': 0.005, 'e': 0.680394182138366}",30,0,-133.23474228131522,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
220,False,"{'a': 0.005, 'e': 0.6737016498785424}",20,0,-38.47164067194443,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
221,False,"{'a': 0.005, 'e': 0.6669922751125601}",25,17,3.6500306993133393,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.005, 'e': 0.6602662255744395}",30,0,-98.97171810689647,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
223,False,"{'a': 0.005, 'e': 0.6535236694150681}",30,3,-50.0964607875822,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 1}",1
224,False,"{'a': 0.005, 'e': 0.6467647751979992}",25,2,-126.81437325664032,"{0: 12, 1: 1, 2: 8, 3: 1, 4: 1}",1
225,False,"{'a': 0.005, 'e': 0.6399897118952358}",20,0,-98.73910949651999,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
226,False,"{'a': 0.005, 'e': 0.633198648883008}",30,0,-54.20886072977399,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
227,False,"{'a': 0.005, 'e': 0.6263917559375369}",20,0,-82.80327155282833,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
228,False,"{'a': 0.005, 'e': 0.6195692032307923}",20,0,-158.1124106890528,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
229,False,"{'a': 0.005, 'e': 0.6127311613262357}",30,11,-10.587119016948948,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.005, 'e': 0.6058778011745595}",35,8,-81.29057655509826,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 2}",1
231,False,"{'a': 0.005, 'e': 0.5990092941094098}",20,10,-52.92167559507317,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 1}",1
232,False,"{'a': 0.005, 'e': 0.5921258118431055}",20,6,-20.569879185100675,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
233,False,"{'a': 0.005, 'e': 0.5852275264623454}",20,16,9.115111235340583,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.005, 'e': 0.578314610423904}",30,18,13.323199988255535,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.005, 'e': 0.5713872365503228}",30,0,-100.30386030821009,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
236,False,"{'a': 0.005, 'e': 0.5644455780255871}",20,0,-145.04673018563162,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
237,False,"{'a': 0.005, 'e': 0.5574898083907995}",25,11,-46.40421681516625,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
238,False,"{'a': 0.005, 'e': 0.5505201015398375}",25,15,-45.10843855682059,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
239,False,"{'a': 0.005, 'e': 0.5435366317150104}",20,4,2.281650090404314,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.005, 'e': 0.5365395735026992}",20,0,-11.283586855405794,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
241,False,"{'a': 0.005, 'e': 0.5295291018289955}",25,0,-3.6502477867529266,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
242,False,"{'a': 0.005, 'e': 0.5225053919553255}",20,12,-2.1555305614258478,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.005, 'e': 0.5154686194740705}",20,0,-102.96136895842035,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
244,False,"{'a': 0.005, 'e': 0.5084189603041758}",25,7,-18.111200031095677,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
245,False,"{'a': 0.005, 'e': 0.5013565906867539}",30,4,-48.97426321984765,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 1}",1
246,False,"{'a': 0.005, 'e': 0.4942816871806768}",20,0,-47.44631155717669,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
247,False,"{'a': 0.005, 'e': 0.48719442665816437}",20,0,-111.86874245290689,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
248,False,"{'a': 0.005, 'e': 0.4800949863003598}",35,26,0.3431490604701297,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.005, 'e': 0.472983543592903}",20,9,-26.919044482207337,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
250,False,"{'a': 0.005, 'e': 0.4658602763214906}",20,7,-4.021160042761177,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.005, 'e': 0.4587253625674339}",25,15,19.32335101626544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.005, 'e': 0.4515789807032048}",20,13,4.655629158469159,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.005, 'e': 0.444421309387978}",20,0,-15.403845530289631,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
254,False,"{'a': 0.005, 'e': 0.43725252756316324}",30,4,-54.559824224219966,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 1}",1
255,False,"{'a': 0.005, 'e': 0.4300728144479332}",20,11,10.992963334654236,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.005, 'e': 0.4228823495347416}",25,0,-16.990936057804117,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
257,False,"{'a': 0.005, 'e': 0.41568131258483637}",25,0,-81.52713924759728,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
258,False,"{'a': 0.005, 'e': 0.40846988362376696}",20,9,-31.993450097015888,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.005, 'e': 0.401248242936881}",20,16,10.207782452023103,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.005, 'e': 0.39401657106482035}",20,11,2.4621165174536572,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.005, 'e': 0.3867750487990044}",20,9,-23.460239455238614,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
262,False,"{'a': 0.005, 'e': 0.37952385717711334}",25,4,3.4691495244892474,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.005, 'e': 0.37226317747855936}",20,0,-54.56105733202195,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
264,False,"{'a': 0.005, 'e': 0.36499319121995744}",30,0,-25.127960455793254,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
265,False,"{'a': 0.005, 'e': 0.3577140801505847}",30,15,27.395546446826785,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.005, 'e': 0.3504260262478395}",25,9,-84.1494681314163,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
267,False,"{'a': 0.005, 'e': 0.34312921171268906}",25,11,11.957913613243392,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.005, 'e': 0.3358238189651175}",30,0,13.516716325218646,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.005, 'e': 0.32851003063956224}",20,11,4.909436487683839,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.005, 'e': 0.3211880295803512}",35,13,32.34552251186068,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.005, 'e': 0.3138579988371289}",20,0,-27.164721748298604,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
272,False,"{'a': 0.005, 'e': 0.3065201216602827}",20,10,17.87432839428594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.005, 'e': 0.2991745814963593}",20,2,-19.943110890997705,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
274,False,"{'a': 0.005, 'e': 0.29182156198348075}",25,14,-7.076885613266651,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
275,False,"{'a': 0.005, 'e': 0.28446124694675134}",25,10,-12.728176166196077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.005, 'e': 0.2770938203936643}",25,8,-41.78746333022435,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
277,False,"{'a': 0.005, 'e': 0.269719466509499}",30,15,23.338952930538564,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.005, 'e': 0.2623383696527192}",30,8,-14.699021057749167,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
279,False,"{'a': 0.005, 'e': 0.2549507143503612}",25,5,16.780912165829875,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.005, 'e': 0.24755668529342345}",25,2,27.93369446347945,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.005, 'e': 0.24015646733224688}",20,16,7.932471436125018,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.005, 'e': 0.23275024547189488}",20,0,12.33309891123243,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
283,False,"{'a': 0.005, 'e': 0.22533820486752876}",30,10,13.216939863027513,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
284,False,"{'a': 0.005, 'e': 0.217920530819777}",20,5,-75.07551457463845,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
285,False,"{'a': 0.005, 'e': 0.21049740877010506}",25,10,4.262948798238543,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
286,False,"{'a': 0.005, 'e': 0.20306902429617696}",25,16,-6.459797125848872,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
287,False,"{'a': 0.005, 'e': 0.1956355631072183}",20,8,-9.954603218536391,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
288,False,"{'a': 0.005, 'e': 0.18819721103937098}",20,14,10.733184958763184,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.005, 'e': 0.18075415405104991}",20,9,-3.394624706109113,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
290,False,"{'a': 0.005, 'e': 0.17330657821829154}",20,4,21.161180824751277,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.005, 'e': 0.16585466973010438}",30,16,14.111361467363569,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.005, 'e': 0.1583986148838119}",25,19,1.5555072148181261,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.005, 'e': 0.15093860008039758}",25,9,30.756923891945068,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.005, 'e': 0.1434748118198423}",35,13,44.17399355179642,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.005, 'e': 0.1360074366964645}",35,15,29.637151157294745,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.005, 'e': 0.12853666139425268}",20,10,6.785754459851706,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.005, 'e': 0.12106267268220092}",30,17,-1.0649566131489494,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.005, 'e': 0.11358565740963714}",25,11,11.012734477874096,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.005, 'e': 0.10610580250155435}",20,15,10.611395345804585,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.005, 'e': 0.09862329495393504}",35,21,24.378140805337306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.005, 'e': 0.09113832182907886}",20,14,10.664369591152752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.005, 'e': 0.08365107025092337}",20,13,5.375113424494311,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.005, 'e': 0.07616172740036878}",30,18,23.076205552910434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.005, 'e': 0.06867048051059559}",20,14,12.257264198554624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.005, 'e': 0.06117751686238655}",25,9,20.784239718368323,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.005, 'e': 0.05368302377944195}",20,1,26.41461945393897,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.005, 'e': 0.04618718862369919}",20,10,16.36212075613577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.005, 'e': 0.03869019879064641}",20,8,25.115590857538873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.005, 'e': 0.03119224170463865}",30,11,29.8441875948078,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.005, 'e': 0.023693504814213194}",30,21,13.296001167826033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.005, 'e': 0.016194175587401088}",25,15,18.932848752387404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.005, 'e': 0.00869444150704308}",30,22,14.650296911174358,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.005, 'e': 0.001194490066099895}",25,15,15.210107335987798,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.005, 'e': -0.006305491237032395}",25,17,14.706878692042466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,16,25.73588098826309,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,19,12.98327291226633,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,5,39.512677620838446,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,16,6.647151862723538,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",35,17,35.02302221760675,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,5,24.596035420388976,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,10,18.06657062473187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,14,19.766691699845463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,14,9.864644983237138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,11.844385529463995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,18,14.12143968347165,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,19,18.54816188063198,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,17,23.26952547184044,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,16,26.833450244883213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,8,20.986724593876218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,11,17.095752475139655,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,18,14.23476788824855,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,12,14.615062164598694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,12,13.934104616545067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,8,21.122450735551507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,16,8.799995472401127,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,11,25.41293253136108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,0,31.687522004369672,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
24,True,"{'a': 0, 'e': 0}",35,24,18.754681487239697,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",30,19,21.520575645939346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",25,13,25.414625941690712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,11,21.590586810878552,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,16,8.224178257813252,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,12,12.631076238985573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",35,17,35.83612629229481,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,9,22.262065334994478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,7,27.68371453834485,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,11,19.77106867890857,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,8,20.161779782589896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,5,22.59460805213393,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,15,19.36896045476222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,10,20.591672563383483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",30,15,28.25717375548404,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",35,23,22.306849470513644,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,5,26.93932843196996,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",20,14,13.226112508106713,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",30,17,24.343073612764545,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",35,18,26.773092152779324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",30,13,24.490407272539933,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,12,15.34125388768406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,1,35.36722482852436,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",25,10,31.80564999839854,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,16,17.84050004518477,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,11,26.0304594775189,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,13,15.253928969270762,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
